R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,all_params,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
nloptr,sbplx,Rosenbrock,20,"(-0.677649159915745, 1.15404708776623, 1.58753280993551, 3.93988623749465, 3.3905478217639, -3.71921091573313, -1.31534295622259, 4.07950915861875, 4.11105116829276, 2.33422537334263, 2.05385531997308, -4.04076607199386, 3.64057686878368, -4.84574621077627, -1.09302612720057, -4.68980349367484, -1.01313849678263, -0.976505356375128, -4.70766705693677, -0.300026703625917)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,9000,"x0 = c(-0.677649159915745, 1.15404708776623, 1.58753280993551, 3.93988623749465, 3.3905478217639, -3.71921091573313, -1.31534295622259, 4.07950915861875, 4.11105116829276, 2.33422537334263, 2.05385531997308, -4.04076607199386, 3.64057686878368, -4.84574621077627, -1.09302612720057, -4.68980349367484, -1.01313849678263, -0.976505356375128, -4.70766705693677, -0.300026703625917), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 9000, xtol_rel = 0)",4.98435977907197,"(0.999912726282591, 0.999805733229052, 0.999592268320379, 0.999011118070458, 0.998355265944187, 0.996686715059749, 0.993358619608916, 0.986785093833325, 0.973610075808774, 0.94848661307762, 0.899649227902537, 0.813555945340363, 0.663301392914497, 0.443992715244168, 0.207245671945992, 0.0534540251701936, 0.0125401118370189, 0.0102693960148391, 0.010020352806994, 0.000110158869345046)",9000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.11560320854187,secs,0.1
nloptr,cobyla,Rosenbrock,20,"(-0.677649159915745, 1.15404708776623, 1.58753280993551, 3.93988623749465, 3.3905478217639, -3.71921091573313, -1.31534295622259, 4.07950915861875, 4.11105116829276, 2.33422537334263, 2.05385531997308, -4.04076607199386, 3.64057686878368, -4.84574621077627, -1.09302612720057, -4.68980349367484, -1.01313849678263, -0.976505356375128, -4.70766705693677, -0.300026703625917)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,3000,"x0 = c(-0.677649159915745, 1.15404708776623, 1.58753280993551, 3.93988623749465, 3.3905478217639, -3.71921091573313, -1.31534295622259, 4.07950915861875, 4.11105116829276, 2.33422537334263, 2.05385531997308, -4.04076607199386, 3.64057686878368, -4.84574621077627, -1.09302612720057, -4.68980349367484, -1.01313849678263, -0.976505356375128, -4.70766705693677, -0.300026703625917), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 3000, xtol_rel = 0)",360.980063201937,"(-0.872137412016012, 0.815197957725858, 0.702173008182839, 0.467118712164468, 0.172121254139389, 0.0508664707485542, 0.0283224657403191, -0.00772716992267453, 0.0577061452393073, 0.0670813241039535, 0.0464288111000685, -0.011369114339757, -0.0186267589795594, -1.10242764802271, 0.570665813050327, -0.294533961202126, 0.145338885793549, -0.035238136548736, -1.14765440322894, 1.31559293897379)",3000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0981705188751221,secs,0.1
nloptr,bobyqa,Rosenbrock,20,"(-0.677649159915745, 1.15404708776623, 1.58753280993551, 3.93988623749465, 3.3905478217639, -3.71921091573313, -1.31534295622259, 4.07950915861875, 4.11105116829276, 2.33422537334263, 2.05385531997308, -4.04076607199386, 3.64057686878368, -4.84574621077627, -1.09302612720057, -4.68980349367484, -1.01313849678263, -0.976505356375128, -4.70766705693677, -0.300026703625917)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2500,"x0 = c(-0.677649159915745, 1.15404708776623, 1.58753280993551, 3.93988623749465, 3.3905478217639, -3.71921091573313, -1.31534295622259, 4.07950915861875, 4.11105116829276, 2.33422537334263, 2.05385531997308, -4.04076607199386, 3.64057686878368, -4.84574621077627, -1.09302612720057, -4.68980349367484, -1.01313849678263, -0.976505356375128, -4.70766705693677, -0.300026703625917), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 2500, xtol_rel = 0)",63.3842718826815,"(0.996481343132051, 0.977170488821812, 0.965714738815364, 0.934745328952203, 0.88921883199443, 0.785115318256454, 0.587884960102328, 0.334171900132699, 0.0797249493641664, 0.00406747714094244, -0.00749045951557629, -0.0105350337267006, 0.0233886088709943, -0.600484975623092, 0.644602996516545, 0.615407258469671, 0.49646819281131, 0.353494088996482, 0.29140844471188, 0.0630940435010176)",2500,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0943105220794678,secs,0.1
stats,optim,Rosenbrock,20,"(2.14674852788448, 0.0883584329858422, 0.0751170632429421, 1.24609067570418, 3.4084379975684, 1.5287786652334, 2.98510936321691, 3.23543212609366, 1.04991088621318, 1.97408434003592, -4.13370322436094, 3.90411726431921, -0.762531599029899, 3.5614556260407, 4.61883491137996, -3.67517104838043, 3.66859656758606, 4.11766084609553, 2.88548099575564, 3.87599908746779)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",300,-,"par = c(2.14674852788448, 0.0883584329858422, 0.0751170632429421, 1.24609067570418, 3.4084379975684, 1.5287786652334, 2.98510936321691, 3.23543212609366, 1.04991088621318, 1.97408434003592, -4.13370322436094, 3.90411726431921, -0.762531599029899, 3.5614556260407, 4.61883491137996, -3.67517104838043, 3.66859656758606, 4.11766084609553, 2.88548099575564, 3.87599908746779), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, method = L-BFGS-B, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 300, factr = 0)",3.98662398223543,"(-0.993284947888934, 0.996649637899791, 0.998328766212877, 0.999166099698813, 0.999583599823111, 0.999791512315777, 0.999895300320512, 0.999946838851465, 0.999972404084296, 0.999984965493405, 0.999990735018695, 0.999992717810189, 0.999991966979208, 0.999988041688487, 0.99997873084364, 0.999959876115719, 0.999921533031245, 0.99984497318441, 0.999690760932426, 0.999381781925021)",167,167,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.0619051456451416,secs,0.1
GA,ga,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",60,-,"type = real-valued, fitness = function (x) 
{
    return(-Rosenbrock(x))
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), maxiter = 60",126.311207660511,"(-0.283545279583174, -0.0353964602656103, -0.00855482715862574, 0.509806922768241, 0.110934588042855, -0.235725558631364, -0.125948992366728, 0.460290742426417, 0.154498343145664, 0.187725174070818, 0.124126873610579, -0.236843240340121, 0.317605158718583, 0.322155892669224, -0.032516535147824, -0.280876090022382, 0.270105426298046, 0.14185357424239, 0.404333565089622, 0.205643083877459)",60,-,-,-,0.11518931388855,secs,0.1
DEoptim,DEoptim,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",30,-,"fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(itermax = 30, reltol = 0)",5008.92142518089,"(-1.25700197990003, 1.16737211984918, 0.0118295539170503, 0.449528257190436, 1.60760688888654, 0.692722234982997, -0.632803315703183, -1.25753113236278, 2.28329749545082, 1.85529023688287, 1.1003824046813, 0.664164420217276, -1.54691333882511, 0.792030279990286, 0.905378113966435, -1.15909479279071, 1.34621896049604, -0.594102444667369, 0.888475377392024, 2.76496736755595)",30,62,-,-,0.0801925659179688,secs,0.1
pso,psoptim,Rosenbrock,20,"(2.14674852788448, 0.0883584329858422, 0.0751170632429421, 1.24609067570418, 3.4084379975684, 1.5287786652334, 2.98510936321691, 3.23543212609366, 1.04991088621318, 1.97408434003592, -4.13370322436094, 3.90411726431921, -0.762531599029899, 3.5614556260407, 4.61883491137996, -3.67517104838043, 3.66859656758606, 4.11766084609553, 2.88548099575564, 3.87599908746779)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",150,-,"par = c(2.14674852788448, 0.0883584329858422, 0.0751170632429421, 1.24609067570418, 3.4084379975684, 1.5287786652334, 2.98510936321691, 3.23543212609366, 1.04991088621318, 1.97408434003592, -4.13370322436094, 3.90411726431921, -0.762531599029899, 3.5614556260407, 4.61883491137996, -3.67517104838043, 3.66859656758606, 4.11766084609553, 2.88548099575564, 3.87599908746779), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 150, reltol = 0)",31.306653214152,"(0.581598245210165, 0.383420417530376, 0.159896831755446, 0.0514785560701522, -0.101136271727699, 0.0470101515291307, 0.0443687746995803, -0.0689964761856477, -0.00644207611605454, 0.0155946485606101, -0.0289511090472385, -0.0428298988619164, 0.165120962771549, 0.0442672144786273, 0.166651014582042, 0.148859393925216, 0.244022437424347, 0.0498294021959365, 0.11376487007597, 0.024760974411333)",150,2700,2,Maximal number of iterations reached,0.101137399673462,secs,0.1
ABCoptim,abc_optim,Rosenbrock,20,"(2.14674852788448, 0.0883584329858422, 0.0751170632429421, 1.24609067570418, 3.4084379975684, 1.5287786652334, 2.98510936321691, 3.23543212609366, 1.04991088621318, 1.97408434003592, -4.13370322436094, 3.90411726431921, -0.762531599029899, 3.5614556260407, 4.61883491137996, -3.67517104838043, 3.66859656758606, 4.11766084609553, 2.88548099575564, 3.87599908746779)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",70,-,"par = c(2.14674852788448, 0.0883584329858422, 0.0751170632429421, 1.24609067570418, 3.4084379975684, 1.5287786652334, 2.98510936321691, 3.23543212609366, 1.04991088621318, 1.97408434003592, -4.13370322436094, 3.90411726431921, -0.762531599029899, 3.5614556260407, 4.61883491137996, -3.67517104838043, 3.66859656758606, 4.11766084609553, 2.88548099575564, 3.87599908746779), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lb = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), ub = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), criter = 2147483647, maxCycle = 70",43.2309974451731,"(0.808069225863107, 0.789473684210526, 0.79117801922385, 0.789473684210526, 0.789473684210526, 0.827931645663519, 0.789473684210526, 0.883358892310494, 0.84799609436713, 0.842791221308262, 0.847198402528038, 0.822230693517157, 0.826173194555308, 0.81358762970907, 0.861426160033596, 0.845755813428256, 0.851447309472537, 0.81447695598137, 0.789473684210526, 0.772954001287488)",70,-,-,-,0.115099906921387,secs,0.1
nloptr,sbplx,Rosenbrock,20,"(2.14674852788448, 0.0883584329858422, 0.0751170632429421, 1.24609067570418, 3.4084379975684, 1.5287786652334, 2.98510936321691, 3.23543212609366, 1.04991088621318, 1.97408434003592, -4.13370322436094, 3.90411726431921, -0.762531599029899, 3.5614556260407, 4.61883491137996, -3.67517104838043, 3.66859656758606, 4.11766084609553, 2.88548099575564, 3.87599908746779)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,9000,"x0 = c(2.14674852788448, 0.0883584329858422, 0.0751170632429421, 1.24609067570418, 3.4084379975684, 1.5287786652334, 2.98510936321691, 3.23543212609366, 1.04991088621318, 1.97408434003592, -4.13370322436094, 3.90411726431921, -0.762531599029899, 3.5614556260407, 4.61883491137996, -3.67517104838043, 3.66859656758606, 4.11766084609553, 2.88548099575564, 3.87599908746779), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 9000, xtol_rel = 0)",71.5909478234266,"(0.99773320739095, 0.995446231552534, 0.990811597097061, 0.981640025100673, 0.963466012381312, 0.927469107807209, 0.858780000116106, 0.735596649483967, 0.535891949310951, 0.278022957493518, 0.04498946843714, -0.462939545661145, 0.732284284440451, 0.888102247046238, 0.986153773717223, 1.07249360290309, 1.19724433623438, 1.45369729786613, 2.12176625601214, 4.50189857700601)",9000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0924520492553711,secs,0.1
nloptr,cobyla,Rosenbrock,20,"(2.14674852788448, 0.0883584329858422, 0.0751170632429421, 1.24609067570418, 3.4084379975684, 1.5287786652334, 2.98510936321691, 3.23543212609366, 1.04991088621318, 1.97408434003592, -4.13370322436094, 3.90411726431921, -0.762531599029899, 3.5614556260407, 4.61883491137996, -3.67517104838043, 3.66859656758606, 4.11766084609553, 2.88548099575564, 3.87599908746779)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,3000,"x0 = c(2.14674852788448, 0.0883584329858422, 0.0751170632429421, 1.24609067570418, 3.4084379975684, 1.5287786652334, 2.98510936321691, 3.23543212609366, 1.04991088621318, 1.97408434003592, -4.13370322436094, 3.90411726431921, -0.762531599029899, 3.5614556260407, 4.61883491137996, -3.67517104838043, 3.66859656758606, 4.11766084609553, 2.88548099575564, 3.87599908746779), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 3000, xtol_rel = 0)",74.6150816623675,"(-0.987539014702975, 0.988268348940845, 0.978777844293146, 0.962103330740919, 0.924089998479047, 0.853190237004278, 0.728435639551437, 0.526701599102532, 0.26629740690572, 0.0407916040373411, -0.503431525123283, 0.753280951383101, 0.891891254935514, 0.974180084703006, 1.03914000867833, 1.09176138898724, 1.19706920326184, 1.43638360994028, 2.06463490791787, 4.26682204287901)",3000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0973498821258545,secs,0.1
nloptr,bobyqa,Rosenbrock,20,"(2.14674852788448, 0.0883584329858422, 0.0751170632429421, 1.24609067570418, 3.4084379975684, 1.5287786652334, 2.98510936321691, 3.23543212609366, 1.04991088621318, 1.97408434003592, -4.13370322436094, 3.90411726431921, -0.762531599029899, 3.5614556260407, 4.61883491137996, -3.67517104838043, 3.66859656758606, 4.11766084609553, 2.88548099575564, 3.87599908746779)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2500,"x0 = c(2.14674852788448, 0.0883584329858422, 0.0751170632429421, 1.24609067570418, 3.4084379975684, 1.5287786652334, 2.98510936321691, 3.23543212609366, 1.04991088621318, 1.97408434003592, -4.13370322436094, 3.90411726431921, -0.762531599029899, 3.5614556260407, 4.61883491137996, -3.67517104838043, 3.66859656758606, 4.11766084609553, 2.88548099575564, 3.87599908746779), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 2500, xtol_rel = 0)",11.2797664021202,"(0.998493894992204, 0.989377509523493, 0.973171294320148, 0.94668410333472, 0.899721330977908, 0.79775165194203, 0.630119997940319, 0.421394143632385, 0.194664442209555, 0.0461227642704916, -0.00219695043295902, -0.0136722292326088, 0.013160482202798, 0.00516015193630738, 0.0303281141341986, 0.0232634056650078, -0.00340655049184558, 0.0185149476203548, 0.00578480287756706, -0.00548430317111373)",2500,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0954709053039551,secs,0.1
stats,optim,Rosenbrock,20,"(-2.04062602715567, -0.696772697847337, -0.42056382400915, -1.81457951199263, -3.2965481095016, 4.95704733766615, 0.682052220217884, -0.956205287948251, -1.86730589950457, 4.28447637474164, 3.05087674874812, -2.95726810814813, 0.144786699675024, 0.725813582539558, -2.36082280986011, -4.81179877649993, -0.438581143971533, -3.0929415137507, -2.27225463604555, 1.33434226037934)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",300,-,"par = c(-2.04062602715567, -0.696772697847337, -0.42056382400915, -1.81457951199263, -3.2965481095016, 4.95704733766615, 0.682052220217884, -0.956205287948251, -1.86730589950457, 4.28447637474164, 3.05087674874812, -2.95726810814813, 0.144786699675024, 0.725813582539558, -2.36082280986011, -4.81179877649993, -0.438581143971533, -3.0929415137507, -2.27225463604555, 1.33434226037934), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, method = L-BFGS-B, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 300, factr = 0)",1.20621369926101e-07,"(0.999998730238855, 0.999998387785313, 0.999998212137821, 0.999998148527619, 0.999998089076435, 0.999998086356829, 0.999998046408396, 0.999997989039554, 0.999997841362515, 0.999997525396977, 0.999996883498992, 0.99999572892498, 0.99999352301383, 0.99998906083399, 0.999980043362688, 0.999961938835816, 0.999925670639752, 0.99985301822651, 0.999707146477649, 0.999414388380186)",285,285,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.126531362533569,secs,0.1
GA,ga,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",60,-,"type = real-valued, fitness = function (x) 
{
    return(-Rosenbrock(x))
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), maxiter = 60",366.150233280426,"(-0.150679727619825, 0.358859920094495, 0.0928854142392103, -0.0440975560797942, 0.0881793637371312, 0.511518729508564, 0.497836997731826, -0.0053810461714392, 0.555623465298837, -0.190703070623218, 0.237595273380953, -0.0564735506537185, -0.18551362862785, 0.087380288385843, 0.734544910256959, 0.759385022520992, 0.037845044696698, -0.0779888778924942, -1.19798117062799, 1.36696983142855)",60,-,-,-,0.102360248565674,secs,0.1
DEoptim,DEoptim,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",30,-,"fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(itermax = 30, reltol = 0)",2660.43642873581,"(-1.00592919566706, 1.08589654322714, -0.0989905977621675, 1.08290138157457, -0.442993214610964, 0.914889654484749, 0.148636195911348, -1.53993397738814, -0.493820753896969, 0.646459953859448, 0.899369915891439, -0.0827282969839871, 0.25971887255907, 1.07576740619063, 0.961749302528948, -0.390149091195315, 1.47793239653185, 0.779949833173305, 1.06890141496465, 2.31570872327313)",30,62,-,-,0.0955004692077637,secs,0.1
pso,psoptim,Rosenbrock,20,"(-2.04062602715567, -0.696772697847337, -0.42056382400915, -1.81457951199263, -3.2965481095016, 4.95704733766615, 0.682052220217884, -0.956205287948251, -1.86730589950457, 4.28447637474164, 3.05087674874812, -2.95726810814813, 0.144786699675024, 0.725813582539558, -2.36082280986011, -4.81179877649993, -0.438581143971533, -3.0929415137507, -2.27225463604555, 1.33434226037934)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",150,-,"par = c(-2.04062602715567, -0.696772697847337, -0.42056382400915, -1.81457951199263, -3.2965481095016, 4.95704733766615, 0.682052220217884, -0.956205287948251, -1.86730589950457, 4.28447637474164, 3.05087674874812, -2.95726810814813, 0.144786699675024, 0.725813582539558, -2.36082280986011, -4.81179877649993, -0.438581143971533, -3.0929415137507, -2.27225463604555, 1.33434226037934), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 150, reltol = 0)",66.6460699441812,"(0.280758852289994, 0.0352411557353306, -0.286883335453005, 0.479142310225125, 0.620450024040881, 0.633111784917889, 0.398186939199746, 0.148015451498498, 0.043533938457885, -0.0130692617101975, 0.110977673367559, 0.0904529589757929, -0.0292432209982907, 0.0788538505345817, 0.111219526621848, 0.157951337212519, -0.00786172784292219, 0.0427396903214184, -0.02444851165727, -0.0173493424400445)",150,2700,2,Maximal number of iterations reached,0.10004448890686,secs,0.1
